+/-,10,11,12,14,15,888,777
10,1,0,0,0,1,1,1
11,0,1,1,1,0,1,1
12,1,1,0,0,0,1,1
14,1,1,0,1,0,1,1
15,1,1,0,0,1,1,1
888,1,1,1,1,1,1,0
777,1,1,1,1,1,0,1
